packNumber,slot,cardNumber,cardName,rarity,variant,category
261,reverse,156,"Rubber Gloves",Uncommon,null,Trainer
261,rare,036,"Sharpedo",Rare,null,Pokemon
262,common1,009,"Petilil",Common,null,Pokemon
262,common2,024,"Psyduck",Common,null,Pokemon
262,common3,054,"Mareep",Common,null,Pokemon
262,common4,005,"Seedot",Common,null,Pokemon
262,common5,044,"Bergmite",Common,null,Pokemon
262,uncommon1,157,"Shopping Center",Uncommon,null,Trainer
262,uncommon2,162,"Switching Cups",Uncommon,null,Trainer
262,uncommon3,045,"Avalugg",Uncommon,null,Pokemon
262,reverse,011,"Dwebble",Common,null,Pokemon
262,rare,031,"Suicune V",V,V,Pokemon
263,common1,037,"Feebas",Common,null,Pokemon
263,common2,017,"Applin",Common,null,Pokemon
263,common3,049,"Pikachu",Common,null,Pokemon
263,common4,024,"Psyduck",Common,null,Pokemon
263,common5,032,"Lotad",Common,null,Pokemon
263,uncommon1,158,"Single Strike Scroll of the Fanged Dragon",Uncommon,null,Trainer
263,uncommon2,023,"Pyroar",Uncommon,null,Pokemon
263,uncommon3,151,"Moon & Sun Badge",Uncommon,null,Trainer
263,reverse,149,"Gordie",Uncommon,null,Trainer
263,rare,021,"Volcarona V",V,V,Pokemon
264,common1,054,"Mareep",Common,null,Pokemon
264,common2,043,"Cryogonal",Common,null,Pokemon
264,common3,037,"Feebas",Common,null,Pokemon
264,common4,017,"Applin",Common,null,Pokemon
264,common5,026,"Tentacool",Common,null,Pokemon
264,uncommon1,160,"Spirit Mask",Uncommon,null,Trainer
264,uncommon2,142,"Boost Shake",Uncommon,null,Trainer
264,uncommon3,148,"Full Face Guard",Uncommon,null,Trainer
264,reverse,005,"Seedot",Common,null,Pokemon
264,rare,207,"Gyarados VMAX",VMAX,VMAX,Pokemon
265,common1,024,"Psyduck",Common,null,Pokemon
265,common2,054,"Mareep",Common,null,Pokemon
265,common3,042,"Tympole",Common,null,Pokemon
265,common4,049,"Pikachu",Common,null,Pokemon
265,common5,057,"Emolga",Common,null,Pokemon
265,uncommon1,156,"Rubber Gloves",Uncommon,null,Trainer
265,uncommon2,027,"Tentacruel",Uncommon,null,Pokemon
265,uncommon3,162,"Switching Cups",Uncommon,null,Trainer
265,reverse,143,"Copycat",Uncommon,null,Trainer
265,rare,004,"Jumpluff",Rare,null,Pokemon
266,common1,015,"Gossifleur",Common,null,Pokemon
266,common2,005,"Seedot",Common,null,Pokemon
266,common3,057,"Emolga",Common,null,Pokemon
266,common4,054,"Mareep",Common,null,Pokemon
266,common5,011,"Dwebble",Common,null,Pokemon
266,uncommon1,146,"Dream Ball",Uncommon,null,Trainer
266,uncommon2,142,"Boost Shake",Uncommon,null,Trainer
266,uncommon3,155,"Ribbon Badge",Uncommon,null,Trainer
266,reverse,004,"Jumpluff",Rare,null,Pokemon
266,rare,006,"Tropius",Rare,null,Pokemon
267,common1,035,"Carvanha",Common,null,Pokemon
267,common2,032,"Lotad",Common,null,Pokemon
267,common3,037,"Feebas",Common,null,Pokemon
267,common4,011,"Dwebble",Common,null,Pokemon
267,common5,026,"Tentacool",Common,null,Pokemon
267,uncommon1,145,"Digging Gloves",Uncommon,null,Trainer
267,uncommon2,162,"Switching Cups",Uncommon,null,Trainer
267,uncommon3,165,"Treasure Energy",Uncommon,null,Energy
267,reverse,024,"Psyduck",Common,null,Pokemon
267,rare,013,"Trevenant V",V,V,Pokemon
268,common1,017,"Applin",Common,null,Pokemon
268,common2,037,"Feebas",Common,null,Pokemon
268,common3,039,"Luvdisc",Common,null,Pokemon
268,common4,022,"Litleo",Common,null,Pokemon
268,common5,035,"Carvanha",Common,null,Pokemon
268,uncommon1,160,"Spirit Mask",Uncommon,null,Trainer
268,uncommon2,141,"Aroma Lady",Uncommon,null,Trainer
268,uncommon3,158,"Single Strike Scroll of the Fanged Dragon",Uncommon,null,Trainer
268,reverse,054,"Mareep",Common,null,Pokemon
268,rare,036,"Sharpedo",Rare,null,Pokemon
269,common1,052,"Chinchou",Common,null,Pokemon
269,common2,011,"Dwebble",Common,null,Pokemon
269,common3,017,"Applin",Common,null,Pokemon
269,common4,039,"Luvdisc",Common,null,Pokemon
269,common5,022,"Litleo",Common,null,Pokemon
269,uncommon1,161,"Stormy Mountains",Uncommon,null,Trainer
269,uncommon2,142,"Boost Shake",Uncommon,null,Trainer
269,uncommon3,152,"Raihan",Uncommon,null,Trainer
269,reverse,026,"Tentacool",Common,null,Pokemon
269,rare,028,"Gyarados V",V,V,Pokemon
270,common1,026,"Tentacool",Common,null,Pokemon
270,common2,054,"Mareep",Common,null,Pokemon
270,common3,005,"Seedot",Common,null,Pokemon
270,common4,057,"Emolga",Common,null,Pokemon
270,common5,039,"Luvdisc",Common,null,Pokemon
270,uncommon1,160,"Spirit Mask",Uncommon,null,Trainer
270,uncommon2,033,"Lombre",Uncommon,null,Pokemon
270,uncommon3,053,"Lanturn",Uncommon,null,Pokemon
270,reverse,011,"Dwebble",Common,null,Pokemon
270,rare,020,"Victini",Rare,null,Pokemon
271,common1,044,"Bergmite",Common,null,Pokemon
271,common2,017,"Applin",Common,null,Pokemon
271,common3,009,"Petilil",Common,null,Pokemon
271,common4,052,"Chinchou",Common,null,Pokemon
271,common5,015,"Gossifleur",Common,null,Pokemon
271,uncommon1,154,"Rescue Carrier",Uncommon,null,Trainer
271,uncommon2,012,"Crustle",Uncommon,null,Pokemon
271,uncommon3,155,"Ribbon Badge",Uncommon,null,Trainer
271,reverse,003,"Skiploom",Uncommon,null,Pokemon
271,rare,010,"Lilligant",Rare,null,Pokemon
272,common1,017,"Applin",Common,null,Pokemon
272,common2,032,"Lotad",Common,null,Pokemon
272,common3,039,"Luvdisc",Common,null,Pokemon
272,common4,054,"Mareep",Common,null,Pokemon
272,common5,043,"Cryogonal",Common,null,Pokemon
272,uncommon1,153,"Rapid Strike Scroll of the Flying Dragon",Uncommon,null,Trainer
272,uncommon2,148,"Full Face Guard",Uncommon,null,Trainer
272,uncommon3,163,"Toy Catcher",Uncommon,null,Trainer
272,reverse,165,"Treasure Energy",Uncommon,null,Energy
272,rare,019,"Entei",Rare,null,Pokemon
273,common1,043,"Cryogonal",Common,null,Pokemon
273,common2,057,"Emolga",Common,null,Pokemon
273,common3,049,"Pikachu",Common,null,Pokemon
273,common4,052,"Chinchou",Common,null,Pokemon
273,common5,022,"Litleo",Common,null,Pokemon
273,uncommon1,154,"Rescue Carrier",Uncommon,null,Trainer
273,uncommon2,152,"Raihan",Uncommon,null,Trainer
273,uncommon3,143,"Copycat",Uncommon,null,Trainer
273,reverse,054,"Mareep",Common,null,Pokemon
273,rare,038,"Milotic",Rare,null,Pokemon
274,common1,024,"Psyduck",Common,null,Pokemon
274,common2,039,"Luvdisc",Common,null,Pokemon
274,common3,005,"Seedot",Common,null,Pokemon
274,common4,017,"Applin",Common,null,Pokemon
274,common5,035,"Carvanha",Common,null,Pokemon
274,uncommon1,153,"Rapid Strike Scroll of the Flying Dragon",Uncommon,null,Trainer
274,uncommon2,023,"Pyroar",Uncommon,null,Pokemon
274,uncommon3,160,"Spirit Mask",Uncommon,null,Trainer
274,reverse,034,"Ludicolo",Rare,null,Pokemon
274,rare,004,"Jumpluff",Rare,null,Pokemon
275,common1,024,"Psyduck",Common,null,Pokemon
275,common2,052,"Chinchou",Common,null,Pokemon
275,common3,005,"Seedot",Common,null,Pokemon
275,common4,054,"Mareep",Common,null,Pokemon
275,common5,039,"Luvdisc",Common,null,Pokemon
275,uncommon1,003,"Skiploom",Uncommon,null,Pokemon
275,uncommon2,142,"Boost Shake",Uncommon,null,Trainer
275,uncommon3,163,"Toy Catcher",Uncommon,null,Trainer
275,reverse,049,"Pikachu",Common,null,Pokemon
275,rare,016,"Eldegoss",Rare,null,Pokemon
276,common1,024,"Psyduck",Common,null,Pokemon
276,common2,022,"Litleo",Common,null,Pokemon
276,common3,035,"Carvanha",Common,null,Pokemon
276,common4,043,"Cryogonal",Common,null,Pokemon
276,common5,026,"Tentacool",Common,null,Pokemon
276,uncommon1,033,"Lombre",Uncommon,null,Pokemon
276,uncommon2,047,"Eiscue",Uncommon,null,Pokemon
276,uncommon3,055,"Flaaffy",Uncommon,null,Pokemon
276,reverse,052,"Chinchou",Common,null,Pokemon
276,rare,010,"Lilligant",Rare,null,Pokemon
277,common1,044,"Bergmite",Common,null,Pokemon
277,common2,002,"Hoppip",Common,null,Pokemon
277,common3,011,"Dwebble",Common,null,Pokemon
277,common4,022,"Litleo",Common,null,Pokemon
277,common5,035,"Carvanha",Common,null,Pokemon
277,uncommon1,145,"Digging Gloves",Uncommon,null,Trainer
277,uncommon2,158,"Single Strike Scroll of the Fanged Dragon",Uncommon,null,Trainer
277,uncommon3,143,"Copycat",Uncommon,null,Trainer
277,reverse,037,"Feebas",Common,null,Pokemon
277,rare,020,"Victini",Rare,null,Pokemon
278,common1,037,"Feebas",Common,null,Pokemon
278,common2,005,"Seedot",Common,null,Pokemon
278,common3,057,"Emolga",Common,null,Pokemon
278,common4,039,"Luvdisc",Common,null,Pokemon
278,common5,042,"Tympole",Common,null,Pokemon
278,uncommon1,147,"Elemental Badge",Uncommon,null,Trainer
278,uncommon2,165,"Treasure Energy",Uncommon,null,Energy
278,uncommon3,152,"Raihan",Uncommon,null,Trainer
278,reverse,009,"Petilil",Common,null,Pokemon
278,rare,006,"Tropius",Rare,null,Pokemon
279,common1,037,"Feebas",Common,null,Pokemon
279,common2,054,"Mareep",Common,null,Pokemon
279,common3,044,"Bergmite",Common,null,Pokemon
279,common4,026,"Tentacool",Common,null,Pokemon
279,common5,049,"Pikachu",Common,null,Pokemon
279,uncommon1,160,"Spirit Mask",Uncommon,null,Trainer
279,uncommon2,150,"Lucky Ice Pop",Uncommon,null,Trainer
279,uncommon3,145,"Digging Gloves",Uncommon,null,Trainer
279,reverse,045,"Avalugg",Uncommon,null,Pokemon
279,rare,001,"Pinsir",Rare,null,Pokemon
280,common1,039,"Luvdisc",Common,null,Pokemon
280,common2,042,"Tympole",Common,null,Pokemon
280,common3,024,"Psyduck",Common,null,Pokemon
280,common4,002,"Hoppip",Common,null,Pokemon
280,common5,037,"Feebas",Common,null,Pokemon
280,uncommon1,149,"Gordie",Uncommon,null,Trainer
280,uncommon2,003,"Skiploom",Uncommon,null,Pokemon
280,uncommon3,023,"Pyroar",Uncommon,null,Pokemon
280,reverse,015,"Gossifleur",Common,null,Pokemon
280,rare,058,"Dracozolt V",V,V,Pokemon
281,common1,049,"Pikachu",Common,null,Pokemon
281,common2,057,"Emolga",Common,null,Pokemon
281,common3,009,"Petilil",Common,null,Pokemon
281,common4,042,"Tympole",Common,null,Pokemon
281,common5,032,"Lotad",Common,null,Pokemon
281,uncommon1,023,"Pyroar",Uncommon,null,Pokemon
281,uncommon2,162,"Switching Cups",Uncommon,null,Trainer
281,uncommon3,012,"Crustle",Uncommon,null,Pokemon
281,reverse,054,"Mareep",Common,null,Pokemon
281,rare,016,"Eldegoss",Rare,null,Pokemon
282,common1,043,"Cryogonal",Common,null,Pokemon
282,common2,005,"Seedot",Common,null,Pokemon
282,common3,042,"Tympole",Common,null,Pokemon
282,common4,035,"Carvanha",Common,null,Pokemon
282,common5,057,"Emolga",Common,null,Pokemon
282,uncommon1,027,"Tentacruel",Uncommon,null,Pokemon
282,uncommon2,153,"Rapid Strike Scroll of the Flying Dragon",Uncommon,null,Trainer
282,uncommon3,047,"Eiscue",Uncommon,null,Pokemon
282,reverse,161,"Stormy Mountains",Uncommon,null,Trainer
282,rare,019,"Entei",Rare,null,Pokemon
283,common1,044,"Bergmite",Common,null,Pokemon
283,common2,049,"Pikachu",Common,null,Pokemon
283,common3,017,"Applin",Common,null,Pokemon
283,common4,011,"Dwebble",Common,null,Pokemon
283,common5,026,"Tentacool",Common,null,Pokemon
283,uncommon1,162,"Switching Cups",Uncommon,null,Trainer
283,uncommon2,144,"Crystal Cave",Uncommon,null,Trainer
283,uncommon3,158,"Single Strike Scroll of the Fanged Dragon",Uncommon,null,Trainer
283,reverse,149,"Gordie",Uncommon,null,Trainer
283,rare,013,"Trevenant V",V,V,Pokemon
284,common1,049,"Pikachu",Common,null,Pokemon
284,common2,002,"Hoppip",Common,null,Pokemon
284,common3,022,"Litleo",Common,null,Pokemon
284,common4,017,"Applin",Common,null,Pokemon
284,common5,039,"Luvdisc",Common,null,Pokemon
284,uncommon1,151,"Moon & Sun Badge",Uncommon,null,Trainer
284,uncommon2,163,"Toy Catcher",Uncommon,null,Trainer
284,uncommon3,153,"Rapid Strike Scroll of the Flying Dragon",Uncommon,null,Trainer
284,reverse,026,"Tentacool",Common,null,Pokemon
284,rare,006,"Tropius",Rare,null,Pokemon
285,common1,039,"Luvdisc",Common,null,Pokemon
285,common2,052,"Chinchou",Common,null,Pokemon
285,common3,057,"Emolga",Common,null,Pokemon
285,common4,043,"Cryogonal",Common,null,Pokemon
285,common5,024,"Psyduck",Common,null,Pokemon
285,uncommon1,165,"Treasure Energy",Uncommon,null,Energy
285,uncommon2,143,"Copycat",Uncommon,null,Trainer
285,uncommon3,150,"Lucky Ice Pop",Uncommon,null,Trainer
285,reverse,005,"Seedot",Common,null,Pokemon
285,rare,006,"Tropius",Rare,null,Pokemon
286,common1,054,"Mareep",Common,null,Pokemon
286,common2,049,"Pikachu",Common,null,Pokemon
286,common3,044,"Bergmite",Common,null,Pokemon
286,common4,035,"Carvanha",Common,null,Pokemon
286,common5,022,"Litleo",Common,null,Pokemon
286,uncommon1,053,"Lanturn",Uncommon,null,Pokemon
286,uncommon2,045,"Avalugg",Uncommon,null,Pokemon
286,uncommon3,156,"Rubber Gloves",Uncommon,null,Trainer
286,reverse,052,"Chinchou",Common,null,Pokemon
286,rare,019,"Entei",Rare,null,Pokemon
287,common1,042,"Tympole",Common,null,Pokemon
287,common2,024,"Psyduck",Common,null,Pokemon
287,common3,017,"Applin",Common,null,Pokemon
287,common4,044,"Bergmite",Common,null,Pokemon
287,common5,005,"Seedot",Common,null,Pokemon
287,uncommon1,160,"Spirit Mask",Uncommon,null,Trainer
287,uncommon2,156,"Rubber Gloves",Uncommon,null,Trainer
287,uncommon3,033,"Lombre",Uncommon,null,Pokemon
287,reverse,012,"Crustle",Uncommon,null,Pokemon
287,rare,212,"Sylveon VMAX",VMAX,VMAX,Pokemon
288,common1,011,"Dwebble",Common,null,Pokemon
288,common2,015,"Gossifleur",Common,null,Pokemon
288,common3,037,"Feebas",Common,null,Pokemon
288,common4,026,"Tentacool",Common,null,Pokemon
288,common5,017,"Applin",Common,null,Pokemon
288,uncommon1,146,"Dream Ball",Uncommon,null,Trainer
288,uncommon2,151,"Moon & Sun Badge",Uncommon,null,Trainer
288,uncommon3,161,"Stormy Mountains",Uncommon,null,Trainer
288,reverse,052,"Chinchou",Common,null,Pokemon
288,rare,056,"Ampharos",Rare,null,Pokemon
289,common1,005,"Seedot",Common,null,Pokemon
289,common2,002,"Hoppip",Common,null,Pokemon
289,common3,011,"Dwebble",Common,null,Pokemon
289,common4,054,"Mareep",Common,null,Pokemon
289,common5,043,"Cryogonal",Common,null,Pokemon
289,uncommon1,153,"Rapid Strike Scroll of the Flying Dragon",Uncommon,null,Trainer
289,uncommon2,154,"Rescue Carrier",Uncommon,null,Trainer
289,uncommon3,027,"Tentacruel",Uncommon,null,Pokemon
289,reverse,049,"Pikachu",Common,null,Pokemon
289,rare,205,"Leafeon VMAX",VMAX,VMAX,Pokemon
290,common1,039,"Luvdisc",Common,null,Pokemon
290,common2,057,"Emolga",Common,null,Pokemon
290,common3,022,"Litleo",Common,null,Pokemon
290,common4,037,"Feebas",Common,null,Pokemon
290,common5,054,"Mareep",Common,null,Pokemon
290,uncommon1,142,"Boost Shake",Uncommon,null,Trainer
290,uncommon2,033,"Lombre",Uncommon,null,Pokemon
290,uncommon3,165,"Treasure Energy",Uncommon,null,Energy
290,reverse,011,"Dwebble",Common,null,Pokemon
290,rare,004,"Jumpluff",Rare,null,Pokemon
291,common1,039,"Luvdisc",Common,null,Pokemon
291,common2,044,"Bergmite",Common,null,Pokemon
291,common3,026,"Tentacool",Common,null,Pokemon
291,common4,037,"Feebas",Common,null,Pokemon
291,common5,024,"Psyduck",Common,null,Pokemon
291,uncommon1,149,"Gordie",Uncommon,null,Trainer
291,uncommon2,045,"Avalugg",Uncommon,null,Pokemon
291,uncommon3,152,"Raihan",Uncommon,null,Trainer
291,reverse,022,"Litleo",Common,null,Pokemon
291,rare,001,"Pinsir",Rare,null,Pokemon
292,common1,024,"Psyduck",Common,null,Pokemon
292,common2,054,"Mareep",Common,null,Pokemon
292,common3,026,"Tentacool",Common,null,Pokemon
292,common4,011,"Dwebble",Common,null,Pokemon
292,common5,042,"Tympole",Common,null,Pokemon
292,uncommon1,148,"Full Face Guard",Uncommon,null,Trainer
292,uncommon2,151,"Moon & Sun Badge",Uncommon,null,Trainer
292,uncommon3,156,"Rubber Gloves",Uncommon,null,Trainer
292,reverse,002,"Hoppip",Common,null,Pokemon
292,rare,010,"Lilligant",Rare,null,Pokemon
293,common1,022,"Litleo",Common,null,Pokemon
293,common2,049,"Pikachu",Common,null,Pokemon
293,common3,052,"Chinchou",Common,null,Pokemon
293,common4,024,"Psyduck",Common,null,Pokemon
293,common5,042,"Tympole",Common,null,Pokemon
293,uncommon1,165,"Treasure Energy",Uncommon,null,Energy
293,uncommon2,147,"Elemental Badge",Uncommon,null,Trainer
293,uncommon3,033,"Lombre",Uncommon,null,Pokemon
293,reverse,026,"Tentacool",Common,null,Pokemon
293,rare,046,"Wishiwashi",Rare,null,Pokemon
294,common1,015,"Gossifleur",Common,null,Pokemon
294,common2,035,"Carvanha",Common,null,Pokemon
294,common3,022,"Litleo",Common,null,Pokemon
294,common4,057,"Emolga",Common,null,Pokemon
294,common5,037,"Feebas",Common,null,Pokemon
294,uncommon1,158,"Single Strike Scroll of the Fanged Dragon",Uncommon,null,Trainer
294,uncommon2,152,"Raihan",Uncommon,null,Trainer
294,uncommon3,142,"Boost Shake",Uncommon,null,Trainer
294,reverse,025,"Golduck",Uncommon,null,Pokemon
294,rare,006,"Tropius",Rare,null,Pokemon
295,common1,057,"Emolga",Common,null,Pokemon
295,common2,024,"Psyduck",Common,null,Pokemon
295,common3,042,"Tympole",Common,null,Pokemon
295,common4,039,"Luvdisc",Common,null,Pokemon
295,common5,043,"Cryogonal",Common,null,Pokemon
295,uncommon1,165,"Treasure Energy",Uncommon,null,Energy
295,uncommon2,003,"Skiploom",Uncommon,null,Pokemon
295,uncommon3,145,"Digging Gloves",Uncommon,null,Trainer
295,reverse,163,"Toy Catcher",Uncommon,null,Trainer
295,rare,050,"Raichu",Rare,null,Pokemon
296,common1,043,"Cryogonal",Common,null,Pokemon
296,common2,049,"Pikachu",Common,null,Pokemon
296,common3,057,"Emolga",Common,null,Pokemon
296,common4,022,"Litleo",Common,null,Pokemon
296,common5,017,"Applin",Common,null,Pokemon
296,uncommon1,159,"Snow Leaf Badge",Uncommon,null,Trainer
296,uncommon2,033,"Lombre",Uncommon,null,Pokemon
296,uncommon3,047,"Eiscue",Uncommon,null,Pokemon
296,reverse,011,"Dwebble",Common,null,Pokemon
296,rare,060,"Regieleki",Rare,null,Pokemon
297,common1,024,"Psyduck",Common,null,Pokemon
297,common2,022,"Litleo",Common,null,Pokemon
297,common3,011,"Dwebble",Common,null,Pokemon
297,common4,039,"Luvdisc",Common,null,Pokemon
297,common5,002,"Hoppip",Common,null,Pokemon
297,uncommon1,145,"Digging Gloves",Uncommon,null,Trainer
297,uncommon2,152,"Raihan",Uncommon,null,Trainer
297,uncommon3,141,"Aroma Lady",Uncommon,null,Trainer
297,reverse,044,"Bergmite",Common,null,Pokemon
297,rare,001,"Pinsir",Rare,null,Pokemon
298,common1,057,"Emolga",Common,null,Pokemon
298,common2,017,"Applin",Common,null,Pokemon
298,common3,002,"Hoppip",Common,null,Pokemon
298,common4,005,"Seedot",Common,null,Pokemon
298,common5,044,"Bergmite",Common,null,Pokemon
298,uncommon1,163,"Toy Catcher",Uncommon,null,Trainer
298,uncommon2,150,"Lucky Ice Pop",Uncommon,null,Trainer
298,uncommon3,154,"Rescue Carrier",Uncommon,null,Trainer
298,reverse,037,"Feebas",Common,null,Pokemon
298,rare,050,"Raichu",Rare,null,Pokemon
299,common1,044,"Bergmite",Common,null,Pokemon
299,common2,049,"Pikachu",Common,null,Pokemon
299,common3,024,"Psyduck",Common,null,Pokemon
299,common4,054,"Mareep",Common,null,Pokemon
299,common5,057,"Emolga",Common,null,Pokemon
299,uncommon1,160,"Spirit Mask",Uncommon,null,Trainer
299,uncommon2,144,"Crystal Cave",Uncommon,null,Trainer
299,uncommon3,151,"Moon & Sun Badge",Uncommon,null,Trainer
299,reverse,002,"Hoppip",Common,null,Pokemon
299,rare,038,"Milotic",Rare,null,Pokemon
300,common1,039,"Luvdisc",Common,null,Pokemon
300,common2,035,"Carvanha",Common,null,Pokemon
300,common3,037,"Feebas",Common,null,Pokemon
300,common4,057,"Emolga",Common,null,Pokemon
300,common5,002,"Hoppip",Common,null,Pokemon
300,uncommon1,047,"Eiscue",Uncommon,null,Pokemon
300,uncommon2,161,"Stormy Mountains",Uncommon,null,Trainer
300,uncommon3,165,"Treasure Energy",Uncommon,null,Energy
300,reverse,049,"Pikachu",Common,null,Pokemon
300,rare,013,"Trevenant V",V,V,Pokemon
301,common1,022,"Litleo",Common,null,Pokemon
301,common2,039,"Luvdisc",Common,null,Pokemon
301,common3,057,"Emolga",Common,null,Pokemon
301,common4,052,"Chinchou",Common,null,Pokemon
301,common5,017,"Applin",Common,null,Pokemon
301,uncommon1,033,"Lombre",Uncommon,null,Pokemon
301,uncommon2,147,"Elemental Badge",Uncommon,null,Trainer
301,uncommon3,155,"Ribbon Badge",Uncommon,null,Trainer
301,reverse,025,"Golduck",Uncommon,null,Pokemon
301,rare,030,"Vaporeon VMAX",VMAX,VMAX,Pokemon
302,common1,009,"Petilil",Common,null,Pokemon
302,common2,032,"Lotad",Common,null,Pokemon
302,common3,039,"Luvdisc",Common,null,Pokemon
302,common4,011,"Dwebble",Common,null,Pokemon
302,common5,026,"Tentacool",Common,null,Pokemon
302,uncommon1,045,"Avalugg",Uncommon,null,Pokemon
302,uncommon2,154,"Rescue Carrier",Uncommon,null,Trainer
302,uncommon3,160,"Spirit Mask",Uncommon,null,Trainer
302,reverse,037,"Feebas",Common,null,Pokemon
302,rare,004,"Jumpluff",Rare,null,Pokemon
303,common1,026,"Tentacool",Common,null,Pokemon
303,common2,049,"Pikachu",Common,null,Pokemon
303,common3,015,"Gossifleur",Common,null,Pokemon
303,common4,009,"Petilil",Common,null,Pokemon
303,common5,011,"Dwebble",Common,null,Pokemon
303,uncommon1,147,"Elemental Badge",Uncommon,null,Trainer
303,uncommon2,003,"Skiploom",Uncommon,null,Pokemon
303,uncommon3,162,"Switching Cups",Uncommon,null,Trainer
303,reverse,151,"Moon & Sun Badge",Uncommon,null,Trainer
303,rare,232,"Stormy Mountains",Secret Rare,null,Trainer
304,common1,049,"Pikachu",Common,null,Pokemon
304,common2,026,"Tentacool",Common,null,Pokemon
304,common3,024,"Psyduck",Common,null,Pokemon
304,common4,042,"Tympole",Common,null,Pokemon
304,common5,005,"Seedot",Common,null,Pokemon
304,uncommon1,025,"Golduck",Uncommon,null,Pokemon
304,uncommon2,158,"Single Strike Scroll of the Fanged Dragon",Uncommon,null,Trainer
304,uncommon3,164,"Zinnia’s Resolve",Uncommon,null,Trainer
304,reverse,019,"Entei",Rare,null,Pokemon
304,rare,021,"Volcarona V",V,V,Pokemon
305,common1,009,"Petilil",Common,null,Pokemon
305,common2,044,"Bergmite",Common,null,Pokemon
305,common3,054,"Mareep",Common,null,Pokemon
305,common4,017,"Applin",Common,null,Pokemon
305,common5,052,"Chinchou",Common,null,Pokemon
305,uncommon1,165,"Treasure Energy",Uncommon,null,Energy
305,uncommon2,152,"Raihan",Uncommon,null,Trainer
305,uncommon3,027,"Tentacruel",Uncommon,null,Pokemon
305,reverse,049,"Pikachu",Common,null,Pokemon
305,rare,007,"Leafeon V",V,V,Pokemon
306,common1,017,"Applin",Common,null,Pokemon
306,common2,022,"Litleo",Common,null,Pokemon
306,common3,054,"Mareep",Common,null,Pokemon
306,common4,043,"Cryogonal",Common,null,Pokemon
306,common5,015,"Gossifleur",Common,null,Pokemon
306,uncommon1,145,"Digging Gloves",Uncommon,null,Trainer
306,uncommon2,003,"Skiploom",Uncommon,null,Pokemon
306,uncommon3,147,"Elemental Badge",Uncommon,null,Trainer
306,reverse,011,"Dwebble",Common,null,Pokemon
306,rare,030,"Vaporeon VMAX",VMAX,VMAX,Pokemon
307,common1,026,"Tentacool",Common,null,Pokemon
307,common2,043,"Cryogonal",Common,null,Pokemon
307,common3,042,"Tympole",Common,null,Pokemon
307,common4,017,"Applin",Common,null,Pokemon
307,common5,024,"Psyduck",Common,null,Pokemon
307,uncommon1,155,"Ribbon Badge",Uncommon,null,Trainer
307,uncommon2,003,"Skiploom",Uncommon,null,Pokemon
307,uncommon3,148,"Full Face Guard",Uncommon,null,Trainer
307,reverse,015,"Gossifleur",Common,null,Pokemon
307,rare,006,"Tropius",Rare,null,Pokemon
308,common1,052,"Chinchou",Common,null,Pokemon
308,common2,017,"Applin",Common,null,Pokemon
308,common3,009,"Petilil",Common,null,Pokemon
308,common4,032,"Lotad",Common,null,Pokemon
308,common5,039,"Luvdisc",Common,null,Pokemon
308,uncommon1,144,"Crystal Cave",Uncommon,null,Trainer
308,uncommon2,141,"Aroma Lady",Uncommon,null,Trainer
308,uncommon3,160,"Spirit Mask",Uncommon,null,Trainer
308,reverse,043,"Cryogonal",Common,null,Pokemon
308,rare,058,"Dracozolt V",V,V,Pokemon
309,common1,035,"Carvanha",Common,null,Pokemon
309,common2,002,"Hoppip",Common,null,Pokemon
309,common3,026,"Tentacool",Common,null,Pokemon
309,common4,057,"Emolga",Common,null,Pokemon
309,common5,044,"Bergmite",Common,null,Pokemon
309,uncommon1,012,"Crustle",Uncommon,null,Pokemon
309,uncommon2,158,"Single Strike Scroll of the Fanged Dragon",Uncommon,null,Trainer
309,uncommon3,153,"Rapid Strike Scroll of the Flying Dragon",Uncommon,null,Trainer
309,reverse,052,"Chinchou",Common,null,Pokemon
309,rare,208,"Glaceon VMAX",VMAX,VMAX,Pokemon
310,common1,035,"Carvanha",Common,null,Pokemon
310,common2,037,"Feebas",Common,null,Pokemon
310,common3,005,"Seedot",Common,null,Pokemon
310,common4,057,"Emolga",Common,null,Pokemon
310,common5,042,"Tympole",Common,null,Pokemon
310,uncommon1,153,"Rapid Strike Scroll of the Flying Dragon",Uncommon,null,Trainer
310,uncommon2,149,"Gordie",Uncommon,null,Trainer
310,uncommon3,053,"Lanturn",Uncommon,null,Pokemon
310,reverse,043,"Cryogonal",Common,null,Pokemon
310,rare,007,"Leafeon V",V,V,Pokemon
311,common1,042,"Tympole",Common,null,Pokemon
311,common2,026,"Tentacool",Common,null,Pokemon
311,common3,037,"Feebas",Common,null,Pokemon
311,common4,011,"Dwebble",Common,null,Pokemon
311,common5,057,"Emolga",Common,null,Pokemon
311,uncommon1,027,"Tentacruel",Uncommon,null,Pokemon
311,uncommon2,156,"Rubber Gloves",Uncommon,null,Trainer
311,uncommon3,033,"Lombre",Uncommon,null,Pokemon
311,reverse,044,"Bergmite",Common,null,Pokemon
311,rare,018,"Flareon VMAX",VMAX,VMAX,Pokemon
312,common1,054,"Mareep",Common,null,Pokemon
312,common2,024,"Psyduck",Common,null,Pokemon
312,common3,005,"Seedot",Common,null,Pokemon
312,common4,015,"Gossifleur",Common,null,Pokemon
312,common5,032,"Lotad",Common,null,Pokemon
312,uncommon1,163,"Toy Catcher",Uncommon,null,Trainer
